ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount,SalesOrderNumber
541,20220213,20220225,20220220,13268,28.99,SO52687
530,20220213,20220225,20220220,13268,4.99,SO52687
217,20220213,20220225,20220220,13268,34.99,SO52687
541,20220213,20220225,20220220,26551,28.99,SO52688
529,20220213,20220225,20220220,24292,3.99,SO52689
540,20220213,20220225,20220220,24292,32.60,SO52689
480,20220213,20220225,20220220,24292,2.29,SO52689
536,20220213,20220225,20220220,23289,29.99,SO52690
528,20220213,20220225,20220220,23289,4.99,SO52690
540,20220213,20220225,20220220,24952,32.60,SO52691
529,20220213,20220225,20220220,24952,3.99,SO52691
222,20220213,20220225,20220220,24952,34.99,SO52691
478,20220213,20220225,20220220,21630,9.99,SO52692
477,20220213,20220225,20220220,21630,4.99,SO52692
476,20220213,20220225,20220220,20334,69.99,SO52693
477,20220213,20220225,20220220,17165,4.99,SO52694
528,20220213,20220225,20220220,23449,4.99,SO52695
480,20220213,20220225,20220220,23449,2.29,SO52695
528,20220213,20220225,20220220,15158,4.99,SO52696
217,20220213,20220225,20220220,15158,34.99,SO52696
528,20220213,20220225,20220220,22739,4.99,SO52697
480,20220213,20220225,20220220,22739,2.29,SO52697
539,20220213,20220225,20220220,19247,24.99,SO52698
537,20220213,20220225,20220220,15461,35.00,SO52699
528,20220213,20220225,20220220,15461,4.99,SO52699
217,20220213,20220225,20220220,15461,34.99,SO52699
225,20220213,20220225,20220220,15461,8.99,SO52699
476,20220213,20220225,20220220,13499,69.99,SO52700
472,20220213,20220225,20220220,13499,63.50,SO52700
540,20220213,20220225,20220220,12869,32.60,SO52701
475,20220213,20220225,20220220,28737,69.99,SO52702
477,20220213,20220225,20220220,22559,4.99,SO52703
539,20220213,20220225,20220220,16418,24.99,SO52704
480,20220213,20220225,20220220,16418,2.29,SO52704
538,20220213,20220225,20220220,12260,21.49,SO52705
480,20220213,20220225,20220220,12260,2.29,SO52705
486,20220213,20220225,20220220,12260,159.00,SO52705
538,20220213,20220225,20220220,25719,21.49,SO52706
529,20220213,20220225,20220220,25719,3.99,SO52706
214,20220213,20220225,20220220,25719,34.99,SO52706
530,20220213,20220225,20220220,15052,4.99,SO52707
480,20220213,20220225,20220220,15052,2.29,SO52707
537,20220213,20220225,20220220,11176,35.00,SO52708
485,20220213,20220225,20220220,11176,21.98,SO52708
482,20220213,20220225,20220220,11176,8.99,SO52708
537,20220213,20220225,20220220,11198,35.00,SO52709
537,20220213,20220225,20220220,12040,35.00,SO52710
528,20220213,20220225,20220220,12040,4.99,SO52710
480,20220213,20220225,20220220,12040,2.29,SO52710
485,20220213,20220225,20220220,13349,21.98,SO52711
485,20220213,20220225,20220220,16910,21.98,SO52712
237,20220213,20220225,20220220,16910,49.99,SO52712
225,20220213,20220225,20220220,12568,8.99,SO52713
599,20220213,20220225,20220220,18990,539.99,SO52714
485,20220213,20220225,20220220,18990,21.98,SO52714
376,20220213,20220225,20220220,22893,2443.35,SO52715
540,20220213,20220225,20220220,22893,32.60,SO52715
480,20220213,20220225,20220220,22893,2.29,SO52715
361,20220213,20220225,20220220,11834,2294.99,SO52716
217,20220213,20220225,20220220,11834,34.99,SO52716
582,20220213,20220225,20220220,14011,1700.99,SO52717
467,20220213,20220225,20220220,14011,24.49,SO52717
214,20220213,20220225,20220220,14011,34.99,SO52717
581,20220213,20220225,20220220,14125,1700.99,SO52718
575,20220213,20220225,20220220,28326,2384.07,SO52719
541,20220213,20220225,20220220,28326,28.99,SO52719
465,20220213,20220225,20220220,28326,24.49,SO52719
530,20220213,20220225,20220220,28326,4.99,SO52719
605,20220213,20220225,20220220,27910,539.99,SO52720
222,20220213,20220225,20220220,27910,34.99,SO52720
577,20220213,20220225,20220220,25097,1214.85,SO52721
488,20220213,20220225,20220220,25097,53.99,SO52721
562,20220213,20220225,20220220,24662,2384.07,SO52722
222,20220213,20220225,20220220,24662,34.99,SO52722
231,20220213,20220225,20220220,24662,49.99,SO52722
463,20220213,20220225,20220220,24662,24.49,SO52722
605,20220213,20220225,20220220,21648,539.99,SO52723
225,20220213,20220225,20220220,21648,8.99,SO52723
390,20220213,20220225,20220220,22640,1120.49,SO52724
539,20220213,20220225,20220220,22640,24.99,SO52724
529,20220213,20220225,20220220,22640,3.99,SO52724
561,20220213,20220225,20220220,12132,2384.07,SO52725
541,20220213,20220225,20220220,12132,28.99,SO52725
530,20220213,20220225,20220220,12132,4.99,SO52725
487,20220213,20220225,20220220,12132,54.99,SO52725
217,20220213,20220225,20220220,12132,34.99,SO52725
374,20220214,20220226,20220221,16740,2443.35,SO52726
479,20220214,20220226,20220221,16740,8.99,SO52726
472,20220214,20220226,20220221,16740,63.50,SO52726
477,20220214,20220226,20220221,16740,4.99,SO52726
528,20220214,20220226,20220221,25815,4.99,SO52727
214,20220214,20220226,20220221,25815,34.99,SO52727
529,20220214,20220226,20220221,13639,3.99,SO52728
582,20220214,20220226,20220221,23758,1700.99,SO52729
489,20220214,20220226,20220221,23758,53.99,SO52729
581,20220214,20220226,20220221,20838,1700.99,SO52730
477,20220214,20220226,20220221,20838,4.99,SO52730
479,20220214,20220226,20220221,20838,8.99,SO52730
225,20220214,20220226,20220221,20838,8.99,SO52730
222,20220214,20220226,20220221,20838,34.99,SO52730
353,20220214,20220226,20220221,11378,2319.99,SO52731
478,20220214,20220226,20220221,11378,9.99,SO52731
217,20220214,20220226,20220221,11378,34.99,SO52731
378,20220214,20220226,20220221,23630,2443.35,SO52732
479,20220214,20220226,20220221,23630,8.99,SO52732
465,20220214,20220226,20220221,23630,24.49,SO52732
477,20220214,20220226,20220221,23630,4.99,SO52732
374,20220214,20220226,20220221,19459,2443.35,SO52733
217,20220214,20220226,20220221,19459,34.99,SO52733
217,20220214,20220226,20220221,11737,34.99,SO52734
541,20220214,20220226,20220221,26250,28.99,SO52735
530,20220214,20220226,20220221,26250,4.99,SO52735
480,20220214,20220226,20220221,26250,2.29,SO52735
483,20220214,20220226,20220221,26250,120.00,SO52735
541,20220214,20220226,20220221,12892,28.99,SO52736
530,20220214,20220226,20220221,12892,4.99,SO52736
480,20220214,20220226,20220221,12892,2.29,SO52736
483,20220214,20220226,20220221,12892,120.00,SO52736
529,20220214,20220226,20220221,24389,3.99,SO52737
540,20220214,20220226,20220221,24389,32.60,SO52737
481,20220214,20220226,20220221,24389,8.99,SO52737
536,20220214,20220226,20220221,23069,29.99,SO52738
528,20220214,20220226,20220221,23069,4.99,SO52738
222,20220214,20220226,20220221,23069,34.99,SO52738
536,20220214,20220226,20220221,19726,29.99,SO52739
528,20220214,20220226,20220221,19726,4.99,SO52739
480,20220214,20220226,20220221,19726,2.29,SO52739
536,20220214,20220226,20220221,11723,29.99,SO52740
478,20220214,20220226,20220221,12054,9.99,SO52741
477,20220214,20220226,20220221,12054,4.99,SO52741
476,20220214,20220226,20220221,20361,69.99,SO52742
474,20220214,20220226,20220221,19544,69.99,SO52743
491,20220214,20220226,20220221,19544,53.99,SO52743
225,20220214,20220226,20220221,19544,8.99,SO52743
477,20220214,20220226,20220221,17583,4.99,SO52744
214,20220214,20220226,20220221,17583,34.99,SO52744
477,20220214,20220226,20220221,19639,4.99,SO52745
222,20220214,20220226,20220221,19639,34.99,SO52745
465,20220214,20220226,20220221,19639,24.49,SO52745
528,20220214,20220226,20220221,14505,4.99,SO52746
485,20220214,20220226,20220221,14505,21.98,SO52746
222,20220214,20220226,20220221,14505,34.99,SO52746
485,20220214,20220226,20220221,18644,21.98,SO52747
477,20220214,20220226,20220221,18644,4.99,SO52747
478,20220214,20220226,20220221,18644,9.99,SO52747
472,20220214,20220226,20220221,18644,63.50,SO52747
528,20220214,20220226,20220221,17211,4.99,SO52748
537,20220214,20220226,20220221,17211,35.00,SO52748
484,20220214,20220226,20220221,17211,7.95,SO52748
485,20220214,20220226,20220221,14166,21.98,SO52749
237,20220214,20220226,20220221,14166,49.99,SO52749
536,20220214,20220226,20220221,21110,29.99,SO52750
528,20220214,20220226,20220221,21110,4.99,SO52750
529,20220214,20220226,20220221,17649,3.99,SO52751
529,20220214,20220226,20220221,19521,3.99,SO52752
228,20220214,20220226,20220221,19521,49.99,SO52752
528,20220214,20220226,20220221,14820,4.99,SO52753
536,20220214,20220226,20220221,14820,29.99,SO52753
480,20220214,20220226,20220221,14820,2.29,SO52753
529,20220214,20220226,20220221,18635,3.99,SO52754
486,20220214,20220226,20220221,18635,159.00,SO52754
530,20220214,20220226,20220221,16459,4.99,SO52755
480,20220214,20220226,20220221,16459,2.29,SO52755
225,20220214,20220226,20220221,12514,8.99,SO52756
485,20220214,20220226,20220221,12948,21.98,SO52757
487,20220214,20220226,20220221,12948,54.99,SO52757
361,20220214,20220226,20220221,11688,2294.99,SO52758
217,20220214,20220226,20220221,11688,34.99,SO52758
231,20220214,20220226,20220221,11688,49.99,SO52758
225,20220214,20220226,20220221,11688,8.99,SO52758
357,20220214,20220226,20220221,11217,2319.99,SO52759
487,20220214,20220226,20220221,11217,54.99,SO52759
361,20220214,20220226,20220221,11665,2294.99,SO52760
485,20220214,20220226,20220221,11665,21.98,SO52760
214,20220214,20220226,20220221,11665,34.99,SO52760
353,20220214,20220226,20220221,11979,2319.99,SO52761
485,20220214,20220226,20220221,11979,21.98,SO52761
480,20220214,20220226,20220221,11979,2.29,SO52761
484,20220214,20220226,20220221,11979,7.95,SO52761
359,20220214,20220226,20220221,11534,2294.99,SO52762
485,20220214,20220226,20220221,11534,21.98,SO52762
465,20220214,20220226,20220221,11534,24.49,SO52762
605,20220214,20220226,20220221,20154,539.99,SO52763
214,20220214,20220226,20220221,20154,34.99,SO52763
564,20220214,20220226,20220221,28323,2384.07,SO52764
586,20220214,20220226,20220221,26317,742.35,SO52765
479,20220214,20220226,20220221,26317,8.99,SO52765
477,20220214,20220226,20220221,26317,4.99,SO52765
214,20220214,20220226,20220221,26317,34.99,SO52765
605,20220214,20220226,20220221,16222,539.99,SO52766
538,20220214,20220226,20220221,16222,21.49,SO52766
604,20220214,20220226,20220221,16223,539.99,SO52767
477,20220214,20220226,20220221,16223,4.99,SO52767
225,20220214,20220226,20220221,16223,8.99,SO52767
479,20220214,20220226,20220221,16223,8.99,SO52767
382,20220214,20220226,20220221,19336,1120.49,SO52768
491,20220214,20220226,20220221,19336,53.99,SO52768
386,20220214,20220226,20220221,19381,1120.49,SO52769
228,20220214,20220226,20220221,19381,49.99,SO52769
605,20220214,20220226,20220221,21050,539.99,SO52770
225,20220214,20220226,20220221,21050,8.99,SO52770
214,20220214,20220226,20220221,21050,34.99,SO52770
382,20220214,20220226,20220221,22642,1120.49,SO52771
488,20220214,20220226,20220221,22642,53.99,SO52771
463,20220214,20220226,20220221,22642,24.49,SO52771
605,20220214,20220226,20220221,21031,539.99,SO52772
479,20220214,20220226,20220221,21031,8.99,SO52772
477,20220214,20220226,20220221,21031,4.99,SO52772
225,20220214,20220226,20220221,21031,8.99,SO52772
214,20220214,20220226,20220221,21031,34.99,SO52772
604,20220214,20220226,20220221,29391,539.99,SO52773
222,20220214,20220226,20220221,29391,34.99,SO52773
561,20220214,20220226,20220221,14830,2384.07,SO52774
479,20220214,20220226,20220221,14830,8.99,SO52774
477,20220214,20220226,20220221,14830,4.99,SO52774
222,20220214,20220226,20220221,14830,34.99,SO52774
578,20220214,20220226,20220221,29411,1214.85,SO52775
225,20220214,20220226,20220221,29411,8.99,SO52775
374,20220214,20220226,20220221,18469,2443.35,SO52776
571,20220214,20220226,20220221,28107,742.35,SO52777
479,20220214,20220226,20220221,28107,8.99,SO52777
477,20220214,20220226,20220221,28107,4.99,SO52777
491,20220214,20220226,20220221,28107,53.99,SO52777
477,20220215,20220227,20220222,11215,4.99,SO52778
479,20220215,20220227,20220222,11215,8.99,SO52778
222,20220215,20220227,20220222,11215,34.99,SO52778
228,20220215,20220227,20220222,11215,49.99,SO52778
529,20220215,20220227,20220222,15125,3.99,SO52779
539,20220215,20220227,20220222,15125,24.99,SO52779
480,20220215,20220227,20220222,15125,2.29,SO52779
539,20220215,20220227,20220222,15217,24.99,SO52780
529,20220215,20220227,20220222,15217,3.99,SO52780
480,20220215,20220227,20220222,15217,2.29,SO52780
536,20220215,20220227,20220222,16627,29.99,SO52781
529,20220215,20220227,20220222,26543,3.99,SO52782
480,20220215,20220227,20220222,26543,2.29,SO52782
484,20220215,20220227,20220222,26543,7.95,SO52782
222,20220215,20220227,20220222,15137,34.99,SO52783
225,20220215,20220227,20220222,15137,8.99,SO52783
490,20220215,20220227,20220222,15137,53.99,SO52783
359,20220215,20220227,20220222,11398,2294.99,SO52784
376,20220215,20220227,20220222,19448,2443.35,SO52785
540,20220215,20220227,20220222,19448,32.60,SO52785
529,20220215,20220227,20220222,19448,3.99,SO52785
471,20220215,20220227,20220222,19448,63.50,SO52785
480,20220215,20220227,20220222,11637,2.29,SO52786
529,20220215,20220227,20220222,27222,3.99,SO52787
484,20220215,20220227,20220222,27222,7.95,SO52787
539,20220215,20220227,20220222,29248,24.99,SO52788
480,20220215,20220227,20220222,29248,2.29,SO52788
530,20220215,20220227,20220222,11078,4.99,SO52789
214,20220215,20220227,20220222,11078,34.99,SO52789
467,20220215,20220227,20220222,11078,24.49,SO52789
538,20220215,20220227,20220222,26736,21.49,SO52790
529,20220215,20220227,20220222,26736,3.99,SO52790
535,20220215,20220227,20220222,11711,24.99,SO52791
480,20220215,20220227,20220222,11711,2.29,SO52791
535,20220215,20220227,20220222,25890,24.99,SO52792
536,20220215,20220227,20220222,11922,29.99,SO52793
528,20220215,20220227,20220222,11922,4.99,SO52793
540,20220215,20220227,20220222,23801,32.60,SO52794
228,20220215,20220227,20220222,23801,49.99,SO52794
536,20220215,20220227,20220222,22970,29.99,SO52795
528,20220215,20220227,20220222,22970,4.99,SO52795
222,20220215,20220227,20220222,22970,34.99,SO52795
482,20220215,20220227,20220222,22970,8.99,SO52795
478,20220215,20220227,20220222,21459,9.99,SO52796
477,20220215,20220227,20220222,21459,4.99,SO52796
474,20220215,20220227,20220222,12530,69.99,SO52797
489,20220215,20220227,20220222,12530,53.99,SO52797
474,20220215,20220227,20220222,20378,69.99,SO52798
234,20220215,20220227,20220222,20378,49.99,SO52798
477,20220215,20220227,20220222,18111,4.99,SO52799
474,20220215,20220227,20220222,19241,69.99,SO52800
488,20220215,20220227,20220222,19241,53.99,SO52800
463,20220215,20220227,20220222,19241,24.49,SO52800
477,20220215,20220227,20220222,17554,4.99,SO52801
222,20220215,20220227,20220222,17554,34.99,SO52801
477,20220215,20220227,20220222,18751,4.99,SO52802
214,20220215,20220227,20220222,18751,34.99,SO52802
477,20220215,20220227,20220222,17035,4.99,SO52803
489,20220215,20220227,20220222,17035,53.99,SO52803
477,20220215,20220227,20220222,16877,4.99,SO52804
214,20220215,20220227,20220222,16877,34.99,SO52804
528,20220215,20220227,20220222,16477,4.99,SO52805
217,20220215,20220227,20220222,16477,34.99,SO52805
477,20220215,20220227,20220222,29214,4.99,SO52806
487,20220215,20220227,20220222,29214,54.99,SO52806
528,20220215,20220227,20220222,21252,4.99,SO52807
222,20220215,20220227,20220222,21252,34.99,SO52807
463,20220215,20220227,20220222,21252,24.49,SO52807
528,20220215,20220227,20220222,22143,4.99,SO52808
222,20220215,20220227,20220222,22143,34.99,SO52808
485,20220215,20220227,20220222,13485,21.98,SO52809
478,20220215,20220227,20220222,13485,9.99,SO52809
477,20220215,20220227,20220222,13485,4.99,SO52809
535,20220215,20220227,20220222,16441,24.99,SO52810
540,20220215,20220227,20220222,28391,32.60,SO52811
529,20220215,20220227,20220222,23602,3.99,SO52812
222,20220215,20220227,20220222,23602,34.99,SO52812
529,20220215,20220227,20220222,27815,3.99,SO52813
538,20220215,20220227,20220222,27815,21.49,SO52813
222,20220215,20220227,20220222,27815,34.99,SO52813
228,20220215,20220227,20220222,27815,49.99,SO52813
538,20220215,20220227,20220222,27837,21.49,SO52814
529,20220215,20220227,20220222,27837,3.99,SO52814
222,20220215,20220227,20220222,27837,34.99,SO52814
538,20220215,20220227,20220222,21070,21.49,SO52815
225,20220215,20220227,20220222,21070,8.99,SO52815
529,20220215,20220227,20220222,20146,3.99,SO52816
477,20220215,20220227,20220222,19185,4.99,SO52817
488,20220215,20220227,20220222,19185,53.99,SO52817
225,20220215,20220227,20220222,25521,8.99,SO52818
538,20220215,20220227,20220222,25521,21.49,SO52818
538,20220215,20220227,20220222,12503,21.49,SO52819
529,20220215,20220227,20220222,12503,3.99,SO52819
530,20220215,20220227,20220222,25672,4.99,SO52820
480,20220215,20220227,20220222,25672,2.29,SO52820
530,20220215,20220227,20220222,16593,4.99,SO52821
480,20220215,20220227,20220222,16593,2.29,SO52821
537,20220215,20220227,20220222,11650,35.00,SO52822
528,20220215,20220227,20220222,11650,4.99,SO52822
222,20220215,20220227,20220222,11650,34.99,SO52822
528,20220215,20220227,20220222,11819,4.99,SO52823
537,20220215,20220227,20220222,11819,35.00,SO52823
480,20220215,20220227,20220222,11819,2.29,SO52823
485,20220215,20220227,20220222,13341,21.98,SO52824
483,20220215,20220227,20220222,13341,120.00,SO52824
353,20220215,20220227,20220222,11826,2319.99,SO52825
357,20220215,20220227,20220222,11647,2319.99,SO52826
485,20220215,20220227,20220222,11647,21.98,SO52826
478,20220215,20220227,20220222,11647,9.99,SO52826
477,20220215,20220227,20220222,11647,4.99,SO52826
225,20220215,20220227,20220222,11647,8.99,SO52826
359,20220215,20220227,20220222,11663,2294.99,SO52827
537,20220215,20220227,20220222,11663,35.00,SO52827
528,20220215,20220227,20220222,11663,4.99,SO52827
217,20220215,20220227,20220222,11663,34.99,SO52827
353,20220215,20220227,20220222,11523,2319.99,SO52828
485,20220215,20220227,20220222,11523,21.98,SO52828
217,20220215,20220227,20220222,11523,34.99,SO52828
361,20220215,20220227,20220222,11984,2294.99,SO52829
217,20220215,20220227,20220222,11984,34.99,SO52829
575,20220215,20220227,20220222,28327,2384.07,SO52830
479,20220215,20220227,20220222,28327,8.99,SO52830
225,20220215,20220227,20220222,28327,8.99,SO52830
477,20220215,20220227,20220222,28327,4.99,SO52830
604,20220215,20220227,20220222,26673,539.99,SO52831
538,20220215,20220227,20220222,26673,21.49,SO52831
480,20220215,20220227,20220222,26673,2.29,SO52831
486,20220215,20220227,20220222,26673,159.00,SO52831
573,20220215,20220227,20220222,29247,2384.07,SO52832
225,20220215,20220227,20220222,29247,8.99,SO52832
489,20220215,20220227,20220222,29247,53.99,SO52832
605,20220215,20220227,20220222,21650,539.99,SO52833
479,20220215,20220227,20220222,21650,8.99,SO52833
477,20220215,20220227,20220222,21650,4.99,SO52833
606,20220215,20220227,20220222,16221,539.99,SO52834
477,20220215,20220227,20220222,16221,4.99,SO52834
479,20220215,20220227,20220222,16221,8.99,SO52834
217,20220215,20220227,20220222,16221,34.99,SO52834
606,20220215,20220227,20220222,22281,539.99,SO52835
390,20220215,20220227,20220222,19535,1120.49,SO52836
234,20220215,20220227,20220222,19535,49.99,SO52836
386,20220215,20220227,20220222,23223,1120.49,SO52837
217,20220215,20220227,20220222,23223,34.99,SO52837
388,20220215,20220227,20220222,19432,1120.49,SO52838
231,20220215,20220227,20220222,19432,49.99,SO52838
584,20220215,20220227,20220222,25675,539.99,SO52839
225,20220215,20220227,20220222,25675,8.99,SO52839
564,20220215,20220227,20220222,24083,2384.07,SO52840
214,20220215,20220227,20220222,24083,34.99,SO52840
380,20220216,20220228,20220223,18296,2443.35,SO52841
540,20220216,20220228,20220223,18296,32.60,SO52841
529,20220216,20220228,20220223,18296,3.99,SO52841
214,20220216,20220228,20220223,18296,34.99,SO52841
465,20220216,20220228,20220223,18296,24.49,SO52841
386,20220216,20220228,20220223,24612,1120.49,SO52842
539,20220216,20220228,20220223,24612,24.99,SO52842
529,20220216,20220228,20220223,24612,3.99,SO52842
480,20220216,20220228,20220223,24612,2.29,SO52842
382,20220216,20220228,20220223,24614,1120.49,SO52843
578,20220216,20220228,20220223,11998,1214.85,SO52844
214,20220216,20220228,20220223,11998,34.99,SO52844
560,20220216,20220228,20220223,14058,1214.85,SO52845
541,20220216,20220228,20220223,14058,28.99,SO52845
530,20220216,20220228,20220223,14058,4.99,SO52845
222,20220216,20220228,20220223,14058,34.99,SO52845
363,20220216,20220228,20220223,11382,2294.99,SO52846
477,20220216,20220228,20220223,24469,4.99,SO52847
217,20220216,20220228,20220223,24469,34.99,SO52847
467,20220216,20220228,20220223,24469,24.49,SO52847
476,20220216,20220228,20220223,22064,69.99,SO52848
231,20220216,20220228,20220223,12244,49.99,SO52849
580,20220216,20220228,20220223,17082,1700.99,SO52850
225,20220216,20220228,20220223,17082,8.99,SO52850
590,20220216,20220228,20220223,13667,769.49,SO52851
237,20220216,20220228,20220223,13667,49.99,SO52851
217,20220216,20220228,20220223,11931,34.99,SO52852
228,20220216,20220228,20220223,11931,49.99,SO52852
535,20220216,20220228,20220223,25835,24.99,SO52853
480,20220216,20220228,20220223,25835,2.29,SO52853
529,20220216,20220228,20220223,24297,3.99,SO52854
540,20220216,20220228,20220223,24297,32.60,SO52854
480,20220216,20220228,20220223,24297,2.29,SO52854
540,20220216,20220228,20220223,23861,32.60,SO52855
483,20220216,20220228,20220223,23861,120.00,SO52855
528,20220216,20220228,20220223,12895,4.99,SO52856
536,20220216,20220228,20220223,12895,29.99,SO52856
480,20220216,20220228,20220223,12895,2.29,SO52856
536,20220216,20220228,20220223,23140,29.99,SO52857
481,20220216,20220228,20220223,23140,8.99,SO52857
536,20220216,20220228,20220223,23406,29.99,SO52858
529,20220216,20220228,20220223,14633,3.99,SO52859
540,20220216,20220228,20220223,14633,32.60,SO52859
222,20220216,20220228,20220223,14633,34.99,SO52859
536,20220216,20220228,20220223,23130,29.99,SO52860
480,20220216,20220228,20220223,23130,2.29,SO52860
528,20220216,20220228,20220223,23046,4.99,SO52861
536,20220216,20220228,20220223,23046,29.99,SO52861
480,20220216,20220228,20220223,23046,2.29,SO52861
478,20220216,20220228,20220223,20779,9.99,SO52862
477,20220216,20220228,20220223,20779,4.99,SO52862
476,20220216,20220228,20220223,19010,69.99,SO52863
225,20220216,20220228,20220223,19010,8.99,SO52863
477,20220216,20220228,20220223,17016,4.99,SO52864
214,20220216,20220228,20220223,17016,34.99,SO52864
234,20220216,20220228,20220223,17016,49.99,SO52864
481,20220216,20220228,20220223,17016,8.99,SO52864
528,20220216,20220228,20220223,15742,4.99,SO52865
222,20220216,20220228,20220223,15742,34.99,SO52865
528,20220216,20220228,20220223,22097,4.99,SO52866
485,20220216,20220228,20220223,22097,21.98,SO52866
214,20220216,20220228,20220223,22097,34.99,SO52866
528,20220216,20220228,20220223,14845,4.99,SO52867
480,20220216,20220228,20220223,14845,2.29,SO52867
536,20220216,20220228,20220223,17850,29.99,SO52868
528,20220216,20220228,20220223,17850,4.99,SO52868
217,20220216,20220228,20220223,17850,34.99,SO52868
225,20220216,20220228,20220223,17850,8.99,SO52868
528,20220216,20220228,20220223,21525,4.99,SO52869
535,20220216,20220228,20220223,21525,24.99,SO52869
480,20220216,20220228,20220223,21525,2.29,SO52869
539,20220216,20220228,20220223,17994,24.99,SO52870
480,20220216,20220228,20220223,17994,2.29,SO52870
539,20220216,20220228,20220223,19392,24.99,SO52871
480,20220216,20220228,20220223,19392,2.29,SO52871
530,20220216,20220228,20220223,15922,4.99,SO52872
480,20220216,20220228,20220223,15922,2.29,SO52872
484,20220216,20220228,20220223,15922,7.95,SO52872
537,20220216,20220228,20220223,15826,35.00,SO52873
472,20220216,20220228,20220223,15826,63.50,SO52873
485,20220216,20220228,20220223,15826,21.98,SO52873
485,20220216,20220228,20220223,12906,21.98,SO52874
582,20220216,20220228,20220223,16812,1700.99,SO52875
214,20220216,20220228,20220223,16812,34.99,SO52875
590,20220216,20220228,20220223,13856,769.49,SO52876
485,20220216,20220228,20220223,13856,21.98,SO52876
225,20220216,20220228,20220223,13856,8.99,SO52876
590,20220216,20220228,20220223,16675,769.49,SO52877
536,20220216,20220228,20220223,16675,29.99,SO52877
528,20220216,20220228,20220223,16675,4.99,SO52877
480,20220216,20220228,20220223,16675,2.29,SO52877
575,20220216,20220228,20220223,24521,2384.07,SO52878
217,20220216,20220228,20220223,24521,34.99,SO52878
606,20220216,20220228,20220223,22327,539.99,SO52879
217,20220216,20220228,20220223,22327,34.99,SO52879
384,20220216,20220228,20220223,22646,1120.49,SO52880
214,20220216,20220228,20220223,22646,34.99,SO52880
605,20220216,20220228,20220223,25615,539.99,SO52881
214,20220216,20220228,20220223,25615,34.99,SO52881
578,20220216,20220228,20220223,26873,1214.85,SO52882
222,20220216,20220228,20220223,26873,34.99,SO52882
225,20220217,20220301,20220224,12046,8.99,SO52883
529,20220217,20220301,20220224,14518,3.99,SO52884
539,20220217,20220301,20220224,14518,24.99,SO52884
214,20220217,20220301,20220224,14518,34.99,SO52884
536,20220217,20220301,20220224,16611,29.99,SO52885
528,20220217,20220301,20220224,16611,4.99,SO52885
484,20220217,20220301,20220224,16611,7.95,SO52885
485,20220217,20220301,20220224,16927,21.98,SO52886
482,20220217,20220301,20220224,16927,8.99,SO52886
537,20220217,20220301,20220224,21565,35.00,SO52887
528,20220217,20220301,20220224,21565,4.99,SO52887
482,20220217,20220301,20220224,21565,8.99,SO52887
528,20220217,20220301,20220224,24894,4.99,SO52888
222,20220217,20220301,20220224,18267,34.99,SO52889
580,20220217,20220301,20220224,24206,1700.99,SO52890
490,20220217,20220301,20220224,24206,53.99,SO52890
583,20220217,20220301,20220224,24103,1700.99,SO52891
491,20220217,20220301,20220224,24103,53.99,SO52891
581,20220217,20220301,20220224,16942,1700.99,SO52892
228,20220217,20220301,20220224,16942,49.99,SO52892
529,20220217,20220301,20220224,11507,3.99,SO52893
463,20220217,20220301,20220224,11507,24.49,SO52893
539,20220217,20220301,20220224,29249,24.99,SO52894
535,20220217,20220301,20220224,26493,24.99,SO52895
528,20220217,20220301,20220224,26493,4.99,SO52895
217,20220217,20220301,20220224,26493,34.99,SO52895
540,20220217,20220301,20220224,24429,32.60,SO52896
529,20220217,20220301,20220224,24429,3.99,SO52896
214,20220217,20220301,20220224,24429,34.99,SO52896
228,20220217,20220301,20220224,24429,49.99,SO52896
467,20220217,20220301,20220224,24429,24.49,SO52896
536,20220217,20220301,20220224,23109,29.99,SO52897
528,20220217,20220301,20220224,23109,4.99,SO52897
480,20220217,20220301,20220224,23109,2.29,SO52897
478,20220217,20220301,20220224,22345,9.99,SO52898
487,20220217,20220301,20220224,22345,54.99,SO52898
225,20220217,20220301,20220224,22345,8.99,SO52898
478,20220217,20220301,20220224,23252,9.99,SO52899
477,20220217,20220301,20220224,23252,4.99,SO52899
478,20220217,20220301,20220224,13318,9.99,SO52900
477,20220217,20220301,20220224,13318,4.99,SO52900
490,20220217,20220301,20220224,13318,53.99,SO52900
478,20220217,20220301,20220224,13206,9.99,SO52901
477,20220217,20220301,20220224,13206,4.99,SO52901
487,20220217,20220301,20220224,13206,54.99,SO52901
476,20220217,20220301,20220224,19643,69.99,SO52902
489,20220217,20220301,20220224,19643,53.99,SO52902
477,20220217,20220301,20220224,16802,4.99,SO52903
482,20220217,20220301,20220224,16802,8.99,SO52903
528,20220217,20220301,20220224,16013,4.99,SO52904
217,20220217,20220301,20220224,16013,34.99,SO52904
228,20220217,20220301,20220224,16013,49.99,SO52904
528,20220217,20220301,20220224,14703,4.99,SO52905
537,20220217,20220301,20220224,14703,35.00,SO52905
480,20220217,20220301,20220224,14703,2.29,SO52905
535,20220217,20220301,20220224,17806,24.99,SO52906
528,20220217,20220301,20220224,17806,4.99,SO52906
222,20220217,20220301,20220224,17806,34.99,SO52906
225,20220217,20220301,20220224,28498,8.99,SO52907
474,20220217,20220301,20220224,28498,69.99,SO52907
539,20220217,20220301,20220224,18017,24.99,SO52908
